abab0,abab1,abab2,abab3,abAb0,abAb1,abAb2,abAb3,abaB0,abaB1,abaB2,abaB3,abAB0,abAB1,abAB2,abAB3,Abab0,Abab1,Abab2,Abab3,AbAb0,AbAb1,AbAb2,AbAb3,AbaB0,AbaB1,AbaB2,AbaB3,AbAB0,AbAB1,AbAB2,AbAB3,aBab0,aBab1,aBab2,aBab3,aBAb0,aBAb1,aBAb2,aBAb3,aBaB0,aBaB1,aBaB2,aBaB3,aBAB0,aBAB1,aBAB2,aBAB3,ABab0,ABab1,ABab2,ABab3,ABAb0,ABAb1,ABAb2,ABAb3,ABaB0,ABaB1,ABaB2,ABaB3,ABAB0,ABAB1,ABAB2,ABAB3,,Total 0, Total 1, Total 2, Total 3
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00261,0.00067,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.04334,0.01121,0.00002,0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04334,0.01121,0.00002,0.00037,0.00000,0.00000,0.00000,0.00000,0.69954,0.18091,0.00037,0.00598,,0.78883,0.20400,0.00042,0.00674
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00253,0.00065,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.04280,0.01096,0.00002,0.00035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04280,0.01096,0.00002,0.00035,0.00000,0.00000,0.00000,0.00000,0.70257,0.17990,0.00034,0.00572,,0.79071,0.20247,0.00038,0.00643
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00246,0.00062,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.04227,0.01072,0.00002,0.00033,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04227,0.01072,0.00002,0.00033,0.00000,0.00000,0.00000,0.00000,0.70555,0.17888,0.00031,0.00546,,0.79257,0.20095,0.00035,0.00614
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00239,0.00060,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.04176,0.01048,0.00002,0.00031,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04176,0.01048,0.00002,0.00031,0.00000,0.00000,0.00000,0.00000,0.70848,0.17786,0.00029,0.00522,,0.79440,0.19943,0.00032,0.00585
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00232,0.00058,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.04126,0.01026,0.00002,0.00029,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04126,0.01026,0.00002,0.00029,0.00000,0.00000,0.00000,0.00000,0.71136,0.17682,0.00026,0.00499,,0.79621,0.19791,0.00030,0.00558
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00226,0.00056,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.04077,0.01003,0.00001,0.00027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04077,0.01003,0.00001,0.00027,0.00000,0.00000,0.00000,0.00000,0.71420,0.17577,0.00024,0.00476,,0.79800,0.19640,0.00027,0.00532
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00054,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.04030,0.00982,0.00001,0.00026,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04030,0.00982,0.00001,0.00026,0.00000,0.00000,0.00000,0.00000,0.71698,0.17472,0.00022,0.00455,,0.79978,0.19490,0.00025,0.00508
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00214,0.00052,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03983,0.00961,0.00001,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03983,0.00961,0.00001,0.00024,0.00000,0.00000,0.00000,0.00000,0.71973,0.17366,0.00020,0.00435,,0.80153,0.19340,0.00023,0.00484
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00208,0.00050,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03938,0.00941,0.00001,0.00023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03938,0.00941,0.00001,0.00023,0.00000,0.00000,0.00000,0.00000,0.72242,0.17259,0.00019,0.00415,,0.80327,0.19191,0.00021,0.00462
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00203,0.00048,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03894,0.00921,0.00001,0.00021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03894,0.00921,0.00001,0.00021,0.00000,0.00000,0.00000,0.00000,0.72508,0.17152,0.00017,0.00397,,0.80498,0.19042,0.00019,0.00440
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00198,0.00046,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03850,0.00902,0.00001,0.00020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03850,0.00902,0.00001,0.00020,0.00000,0.00000,0.00000,0.00000,0.72770,0.17044,0.00016,0.00379,,0.80668,0.18894,0.00018,0.00420
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00193,0.00045,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03808,0.00883,0.00001,0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03808,0.00883,0.00001,0.00019,0.00000,0.00000,0.00000,0.00000,0.73027,0.16936,0.00015,0.00362,,0.80836,0.18747,0.00016,0.00400
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00188,0.00043,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03767,0.00865,0.00001,0.00018,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03767,0.00865,0.00001,0.00018,0.00000,0.00000,0.00000,0.00000,0.73281,0.16827,0.00013,0.00345,,0.81003,0.18600,0.00015,0.00382
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00183,0.00042,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03727,0.00847,0.00001,0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03727,0.00847,0.00001,0.00017,0.00000,0.00000,0.00000,0.00000,0.73531,0.16718,0.00012,0.00330,,0.81168,0.18455,0.00013,0.00364
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00179,0.00040,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03687,0.00830,0.00001,0.00016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03687,0.00830,0.00001,0.00016,0.00000,0.00000,0.00000,0.00000,0.73778,0.16609,0.00011,0.00315,,0.81331,0.18309,0.00012,0.00347
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00175,0.00039,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03649,0.00813,0.00001,0.00015,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03649,0.00813,0.00001,0.00015,0.00000,0.00000,0.00000,0.00000,0.74021,0.16499,0.00010,0.00301,,0.81493,0.18165,0.00011,0.00331
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00170,0.00038,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03611,0.00797,0.00000,0.00014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03611,0.00797,0.00000,0.00014,0.00000,0.00000,0.00000,0.00000,0.74260,0.16390,0.00009,0.00287,,0.81653,0.18021,0.00010,0.00316
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00166,0.00036,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03574,0.00781,0.00000,0.00013,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03574,0.00781,0.00000,0.00013,0.00000,0.00000,0.00000,0.00000,0.74496,0.16280,0.00009,0.00274,,0.81811,0.17878,0.00010,0.00301
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00163,0.00035,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03538,0.00766,0.00000,0.00012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03538,0.00766,0.00000,0.00012,0.00000,0.00000,0.00000,0.00000,0.74730,0.16170,0.00008,0.00262,,0.81968,0.17736,0.00009,0.00287
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00159,0.00034,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.03503,0.00750,0.00000,0.00012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03503,0.00750,0.00000,0.00012,0.00000,0.00000,0.00000,0.00000,0.74959,0.16060,0.00007,0.00250,,0.82124,0.17595,0.00008,0.00273
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00155,0.00033,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03468,0.00736,0.00000,0.00011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03468,0.00736,0.00000,0.00011,0.00000,0.00000,0.00000,0.00000,0.75186,0.15949,0.00007,0.00238,,0.82278,0.17454,0.00007,0.00261
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00152,0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03434,0.00721,0.00000,0.00010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03434,0.00721,0.00000,0.00010,0.00000,0.00000,0.00000,0.00000,0.75410,0.15839,0.00006,0.00227,,0.82431,0.17314,0.00007,0.00249
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00149,0.00031,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03401,0.00707,0.00000,0.00010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03401,0.00707,0.00000,0.00010,0.00000,0.00000,0.00000,0.00000,0.75631,0.15729,0.00006,0.00217,,0.82582,0.17175,0.00006,0.00237
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00145,0.00030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03369,0.00694,0.00000,0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03369,0.00694,0.00000,0.00009,0.00000,0.00000,0.00000,0.00000,0.75849,0.15619,0.00005,0.00207,,0.82732,0.17036,0.00006,0.00226
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00142,0.00029,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03337,0.00680,0.00000,0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03337,0.00680,0.00000,0.00009,0.00000,0.00000,0.00000,0.00000,0.76065,0.15509,0.00005,0.00198,,0.82881,0.16899,0.00005,0.00215
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00139,0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03306,0.00667,0.00000,0.00008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03306,0.00667,0.00000,0.00008,0.00000,0.00000,0.00000,0.00000,0.76278,0.15399,0.00004,0.00189,,0.83028,0.16762,0.00005,0.00205
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00136,0.00027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03275,0.00655,0.00000,0.00008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03275,0.00655,0.00000,0.00008,0.00000,0.00000,0.00000,0.00000,0.76488,0.15289,0.00004,0.00180,,0.83174,0.16626,0.00004,0.00196
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00133,0.00026,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03245,0.00642,0.00000,0.00007,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03245,0.00642,0.00000,0.00007,0.00000,0.00000,0.00000,0.00000,0.76695,0.15180,0.00004,0.00172,,0.83319,0.16491,0.00004,0.00187
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00131,0.00026,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03216,0.00630,0.00000,0.00007,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03216,0.00630,0.00000,0.00007,0.00000,0.00000,0.00000,0.00000,0.76900,0.15070,0.00003,0.00164,,0.83462,0.16356,0.00004,0.00178
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00128,0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03187,0.00618,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03187,0.00618,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.77103,0.14961,0.00003,0.00156,,0.83605,0.16223,0.00003,0.00169
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00125,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03159,0.00607,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03159,0.00607,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.77303,0.14852,0.00003,0.00149,,0.83746,0.16090,0.00003,0.00162
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00123,0.00023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03131,0.00596,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03131,0.00596,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.77501,0.14743,0.00003,0.00142,,0.83886,0.15958,0.00003,0.00154
